id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,score_riesgo,nivel_riesgo,alertas_activadas,etiqueta_fraude_simulada
SIN-00441,POL-00047,ASE-0040,Vehiculos,Incendio,2025-10-12,2025-10-14,8212.65,6948.99,0.0,Cierre Sin Consecuencia,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-031,84,281,2,1,0,Verde,,0
SIN-00442,POL-00186,ASE-0046,Generales,Robo,2025-10-19,2025-10-22,15479.94,13892.85,14246.12,Pago Total,Quito Norte,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-037,52,313,3,4,0,Verde,,0
SIN-00443,POL-00032,ASE-0080,Hogar,Robo,2026-01-24,2026-01-24,13458.53,12976.0,9794.65,Pago Total,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-017,58,307,0,3,0,Verde,,0
SIN-00444,POL-00182,ASE-0109,Vida,Choque,2026-05-18,2026-05-26,16287.99,16839.3,0.0,Pago Parcial,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-010,113,252,8,1,0,Verde,,1
SIN-00445,POL-00128,ASE-0093,Generales,Dano,2025-09-29,2025-09-30,5348.77,4855.15,0.0,Pago Total,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-024,188,177,1,4,0,Verde,,0
SIN-00446,POL-00044,ASE-0172,Generales,Dano,2026-05-09,2026-05-11,16691.02,16172.22,15471.69,Pago Total,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-024,273,92,2,3,0,Verde,,0
SIN-00447,POL-00087,ASE-0071,Vehiculos,Dano,2024-06-10,2024-06-13,5104.28,5119.25,4665.77,Cierre Sin Consecuencia,Manta,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-032,204,161,3,4,0,Verde,,1
SIN-00448,POL-00232,ASE-0020,Vida,Robo,2024-07-29,2024-08-01,11286.26,10509.84,9517.52,Cierre Sin Consecuencia,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-010,178,187,3,1,0,Verde,,0
SIN-00449,POL-00162,ASE-0070,Salud,Incendio,2024-03-11,2024-03-11,18565.34,17921.09,15855.25,Anticipo,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-033,181,184,0,4,0,Verde,,0
SIN-00450,POL-00018,ASE-0129,Generales,Choque,2025-06-19,2025-06-21,9372.51,8214.61,0.0,Reserva,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-033,159,206,2,1,0,Verde,,0
SIN-00451,POL-00204,ASE-0019,Salud,Dano,2026-06-09,2026-06-12,6827.67,5554.84,6222.15,Cierre Sin Consecuencia,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-021,123,242,3,1,0,Verde,,0
SIN-00452,POL-00289,ASE-0195,Salud,Choque,2026-08-07,2026-08-09,11594.87,12638.59,8767.55,Cierre Sin Consecuencia,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-012,165,200,2,5,0,Verde,,0
SIN-00453,POL-00062,ASE-0195,Hogar,Choque,2025-10-09,2025-10-12,6142.37,5898.6,0.0,Pago Total,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-008,84,281,3,6,0,Verde,,0
SIN-00454,POL-00284,ASE-0143,Salud,Atencion Medica,2025-12-31,2026-01-03,8538.88,7606.78,7557.11,Reserva,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-026,237,128,3,2,0,Verde,,0
SIN-00455,POL-00013,ASE-0073,Generales,Responsabilidad Civil,2025-09-13,2025-09-14,4268.53,4514.84,0.0,Pago Total,Cuenca,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-010,1,364,1,3,0,Verde,,1
SIN-00456,POL-00109,ASE-0158,Generales,Robo,2025-05-09,2025-05-19,7797.71,7346.98,0.0,Cierre Sin Consecuencia,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-011,267,98,10,1,0,Verde,,1
SIN-00457,POL-00108,ASE-0065,Salud,Incendio,2026-08-15,2026-08-15,9160.91,9691.68,6965.97,Reserva,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-037,271,94,0,3,0,Verde,,0
SIN-00458,POL-00298,ASE-0153,Generales,Atencion Medica,2025-06-07,2025-06-21,20108.98,21206.63,17670.8,Reserva,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-036,251,114,14,9,0,Verde,,1
SIN-00459,POL-00241,ASE-0024,Vehiculos,Dano,2026-06-27,2026-06-28,5496.51,5575.04,4543.42,Reserva,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-021,279,86,1,8,0,Verde,,0
SIN-00460,POL-00174,ASE-0196,Salud,Choque,2025-05-04,2025-05-07,10188.41,10054.01,8502.2,Pago Total,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-028,89,276,3,0,0,Verde,,0
SIN-00461,POL-00267,ASE-0027,Vida,Responsabilidad Civil,2024-04-23,2024-04-24,15707.27,14957.89,14222.81,Cierre Sin Consecuencia,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-039,254,111,1,3,0,Verde,,0
SIN-00462,POL-00052,ASE-0060,Generales,Robo,2024-06-06,2024-06-09,10878.53,11421.63,10012.33,Negativa,Quito Sur,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-031,229,136,3,1,0,Verde,,0
SIN-00463,POL-00126,ASE-0035,Vida,Incendio,2024-02-09,2024-02-12,8248.72,6918.44,0.0,Reserva,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-039,74,291,3,5,0,Verde,,0
SIN-00464,POL-00267,ASE-0027,Vida,Robo,2023-12-28,2023-12-28,8329.02,9160.08,6482.0,Liquidado,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-011,137,228,0,4,0,Verde,,0
SIN-00465,POL-00159,ASE-0102,Hogar,Robo,2026-09-02,2026-09-05,3619.69,3019.51,0.0,Anticipo,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-036,202,163,3,4,0,Verde,,0
SIN-00466,POL-00197,ASE-0161,Hogar,Responsabilidad Civil,2025-06-26,2025-06-28,6955.98,7435.21,6692.41,Reserva,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-039,53,312,2,0,0,Verde,,0
SIN-00467,POL-00192,ASE-0063,Vehiculos,Dano,2026-09-29,2026-10-02,19651.45,21396.38,19502.06,Liquidado,Quito Norte,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-040,254,111,3,11,0,Verde,,0
SIN-00468,POL-00096,ASE-0032,Salud,Responsabilidad Civil,2025-07-07,2025-07-07,10524.49,11169.23,7862.95,Anticipo,Ambato,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-019,115,250,0,6,0,Verde,,0
SIN-00469,POL-00066,ASE-0153,Generales,Incendio,2023-09-27,2023-09-28,7557.8,7513.42,5602.84,Anticipo,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-013,80,285,1,10,0,Verde,,0
SIN-00470,POL-00098,ASE-0077,Salud,Atencion Medica,2025-06-09,2025-06-11,5523.91,4894.34,0.0,Cierre Sin Consecuencia,Cuenca,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-018,272,93,2,3,0,Verde,,0
SIN-00471,POL-00003,ASE-0143,Vida,Incendio,2024-10-12,2024-10-13,12285.52,12604.48,11501.27,Anticipo,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-009,155,210,1,3,0,Verde,,0
SIN-00472,POL-00125,ASE-0074,Generales,Choque,2024-06-27,2024-06-29,14581.16,15793.18,13575.72,Reserva,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-034,294,71,2,8,0,Verde,,0
SIN-00473,POL-00197,ASE-0161,Hogar,Dano,2025-08-26,2025-08-29,8882.37,7269.69,7976.84,Reserva,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-010,114,251,3,1,0,Verde,,0
SIN-00474,POL-00029,ASE-0175,Generales,Dano,2024-08-29,2024-08-31,7179.33,7297.54,5766.78,Negativa,Quito Sur,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-018,313,52,2,2,0,Verde,,0
SIN-00475,POL-00298,ASE-0153,Generales,Robo,2025-02-11,2025-02-14,20286.28,20473.75,18956.9,Pago Parcial,Quito Norte,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-026,135,230,3,11,0,Verde,,0
SIN-00476,POL-00189,ASE-0040,Vida,Dano,2025-01-03,2025-01-04,6234.63,5961.18,4764.01,Pago Parcial,Ambato,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-033,229,136,1,2,0,Verde,,0
SIN-00477,POL-00276,ASE-0053,Vida,Atencion Medica,2025-06-03,2025-06-03,9320.83,7534.65,8181.37,Cierre Sin Consecuencia,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-016,111,254,0,5,0,Verde,,0
SIN-00478,POL-00080,ASE-0070,Vehiculos,Incendio,2025-01-23,2025-01-25,13605.71,13443.76,9718.83,Pago Parcial,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-008,220,145,2,5,0,Verde,,0
SIN-00479,POL-00028,ASE-0046,Hogar,Responsabilidad Civil,2026-04-23,2026-04-24,8824.89,7987.42,0.0,Pago Total,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-037,150,215,1,5,0,Verde,,0
SIN-00480,POL-00152,ASE-0144,Vida,Incendio,2025-03-24,2025-03-24,13087.36,11757.08,12391.8,Reserva,Quito Sur,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-024,156,209,0,1,0,Verde,,0
SIN-00481,POL-00035,ASE-0083,Generales,Choque,2025-06-17,2025-06-17,10732.31,8786.09,9046.01,Pago Parcial,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-029,71,294,0,5,0,Verde,,0
SIN-00482,POL-00187,ASE-0001,Vehiculos,Responsabilidad Civil,2025-11-17,2025-11-20,5489.72,5827.91,4891.0,Anticipo,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-029,295,70,3,0,0,Verde,,0
SIN-00483,POL-00172,ASE-0057,Salud,Dano,2025-05-13,2025-05-14,11177.16,10567.21,11069.97,Reserva,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-033,103,262,1,2,0,Verde,,0
SIN-00484,POL-00094,ASE-0133,Hogar,Incendio,2023-08-25,2023-08-26,8797.22,9529.33,8670.07,Reserva,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-039,46,319,1,6,0,Verde,,0
SIN-00485,POL-00058,ASE-0057,Hogar,Incendio,2025-12-11,2025-12-12,13381.78,11178.1,10870.53,Reserva,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-019,50,315,1,3,0,Verde,,0
SIN-00486,POL-00086,ASE-0090,Hogar,Responsabilidad Civil,2024-07-02,2024-07-02,14449.97,15621.09,11343.87,Anticipo,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-012,245,120,0,14,0,Verde,,0
SIN-00487,POL-00103,ASE-0148,Vehiculos,Incendio,2024-03-14,2024-03-14,6401.5,5923.13,5567.57,Anticipo,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-022,64,301,0,6,0,Verde,,0
SIN-00488,POL-00211,ASE-0012,Generales,Choque,2024-10-15,2024-10-18,15239.59,15673.97,11348.84,Liquidado,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-021,288,77,3,2,0,Verde,,0
SIN-00489,POL-00244,ASE-0091,Generales,Responsabilidad Civil,2026-06-15,2026-06-17,7726.4,7435.1,7471.53,Reserva,Quito Sur,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-018,232,133,2,1,0,Verde,,0
SIN-00490,POL-00300,ASE-0035,Hogar,Dano,2026-04-20,2026-04-20,8408.44,8351.05,0.0,Negativa,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-040,188,177,0,6,0,Verde,,0
SIN-00491,POL-00042,ASE-0090,Vida,Atencion Medica,2026-04-25,2026-04-25,4362.29,3647.25,3288.83,Liquidado,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-002,287,78,0,15,0,Verde,,0
SIN-00492,POL-00289,ASE-0195,Salud,Incendio,2026-11-07,2026-11-07,20284.73,21138.24,16644.42,Liquidado,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-003,257,108,0,7,0,Verde,,0
SIN-00493,POL-00078,ASE-0140,Hogar,Choque,2024-10-01,2024-10-01,11589.82,12260.81,9007.07,Negativa,Quito Sur,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-008,242,123,0,4,0,Verde,,0
SIN-00494,POL-00155,ASE-0175,Salud,Robo,2025-12-18,2025-12-19,38837.37,34644.42,29157.44,Reserva,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-040,75,290,1,5,0,Verde,,1
SIN-00495,POL-00238,ASE-0048,Generales,Choque,2024-02-13,2024-02-15,12396.6,10447.09,9636.87,Pago Total,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-008,80,285,2,3,0,Verde,,0
SIN-00496,POL-00270,ASE-0082,Vehiculos,Incendio,2024-07-28,2024-07-31,9088.87,9859.67,0.0,Negativa,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-021,288,77,3,2,0,Verde,,0
SIN-00497,POL-00252,ASE-0086,Generales,Dano,2024-10-02,2024-10-03,6049.08,6497.44,0.0,Cierre Sin Consecuencia,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-036,238,127,1,2,0,Verde,,0
SIN-00498,POL-00255,ASE-0189,Hogar,Robo,2024-12-11,2024-12-13,13982.36,13569.51,13337.54,Liquidado,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-033,94,271,2,4,0,Verde,,0
SIN-00499,POL-00125,ASE-0074,Generales,Choque,2024-01-01,2024-01-02,9755.19,9377.28,9496.17,Reserva,Cuenca,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-029,116,249,1,9,0,Verde,,0
SIN-00500,POL-00154,ASE-0026,Hogar,Responsabilidad Civil,2026-05-05,2026-05-05,12637.2,10337.89,9882.18,Anticipo,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-017,115,250,0,2,0,Verde,,0
